Name,Category,Address/Details,City,Rating
"Dr Muhammad Haseeb Nawaz | Best Gastroenterologist In Lahore | MBBS,MCPS (MEDICINE) ,FCPS (GASTRO) ,MACG, MASGE",Gastroenterologist,"Gastroenterologist Salam Medical Complex, 320 Lahore Kasur Rd",Kot Radha Kishan,4.9
Dr Fahd Aziz Rana,Gastroenterologist,"Gastroenterologist Plot No. 393-396 423-426, Omar Hospital, Street 2",Kot Radha Kishan,4.5
"Dr Nouman Hameed | M.B.B.S., F.C.P.S. (Gasto)| Best Gastroenterologist in Lahore | Endoscopy, Colonoscopy, ERCP Specialist",Gastroenterologist,"Gastroenterologist Iffat Anwar Medical Complex, near Wapda town",Kot Radha Kishan,4.9
Dr Habib Raja | Best Gastroenterologist in Lahore,Gastroenterologist,Gastroenterologist 17,Kot Radha Kishan,5.0
Dr Mujahid Israr | Best Gastroenterologist in Lahore,Gastroenterologist,"Gastroenterologist Omar Hospital Cardiac Centre, Jail Rd",Kot Radha Kishan,4.9
Dr Tariq Ahmed ( Best Gastroenterologist/ Liver Specalist)( Endoscopy/ Colonoscopy/ ERCP)معدہ جِگر لبلبہ اور انت اسپیشلسٹ,Gastroenterologist,Gastroenterologist House No 50-A Khayaban-e-Jamia Punjab,Kot Radha Kishan,4.9
Dr Mujahid Israr | Best Gastroenterologist in Lahore,Gastroenterologist,"Gastroenterologist National Hospital Medical Center, 132/2 Street 123",Kot Radha Kishan,4.7
Dr Muhammad Arif oncologist and Hematologist .Razia sultana Memorial Cancer center,Oncologist,"Oncologist 32 B, nazria e pakistan road Shaukat Khanum Hospital Rd",Kot Radha Kishan,3.6
Dr Arif Ch. Oncologist Hematalogist,Oncologist,"Doctor Plot 32 B, Nazaria - e- Pakistan Avenue, Service Rd, near Al Noor Eye Center",Kot Radha Kishan,5.0
Dr Imran Abdullah Oncologist (cancer Specialist),Oncologist,Oncologist,Kot Radha Kishan,4.9
Dr Sobia Yaqub-Oncologist/Cancer specialist,Oncologist,Oncologist,Kot Radha Kishan,5.0
Dr Arif Ch. Oncologist Hematalogist,Oncologist,"Doctor Plot 32 B, Nazaria - e- Pakistan Avenue, Service Rd, near Al Noor Eye Center",Kot Radha Kishan,5.0
Dr Muhammad Arif oncologist and Hematologist .Razia sultana Memorial Cancer center,Oncologist,"Hematologist 32 B, nazria e pakistan road Shaukat Khanum Hospital Rd",Kot Radha Kishan,3.6
"Dr Abdul Hameed, MBBS, MRCP, MD, FRCP,Consultant Haematologist",Hematologist,Hematologist Ittefaq Hospital,Kot Radha Kishan,3.8
Dr Abdullah sajid Pulmonologist,Pulmonologist,"Pulmonologist Pasban medical center, Alamgir Road",Kot Radha Kishan,5.0
Dr Abdur Rahman Chest Specialist (Lahore),Lahore,"Pulmonologist Horizon Hospital, 402 Bahria University Rd",Kot Radha Kishan,4.9
Dr Asim Ahmed,Pulmonologist,Pulmonologist Faisal,Kot Radha Kishan,4.64
Dr.Sarah Javed (🥇Medical Specialist & consultant physician),Medical Specialist,"Pulmonologist Vital Care Hospital, 50A commercial lane",Kot Radha Kishan,5.0
Dr Yasir Nasir Pulmonologist in Lahore,Pulmonologist,Pulmonologist 7,Kot Radha Kishan,4.5
Dr Faisal Hassan Zahid,Pulmonologist,"Pulmonologist 152-G, Doctors Hospital Medical Center, 1 Canal Rd",Kot Radha Kishan,4.0
Dr Asif Hanif Clinic,Pulmonologist,"Doctor Samanabad Lahore Pakistan Bastami Rd, Bastami Road Samanabad Lahore Pakistan Bastami Rd",Kot Radha Kishan,4.5
Dr Abid Ali. Gastroenterologist and Hepatologist,Gastroenterologist,Health consultant Chaudhary Muhammad Akram Teaching Hospital,Kot Radha Kishan,5.0
Dr Raheel Younas kamboh Consultant Rheumatologist Sheikhupura,Rheumatologist,"Rheumatologist Siddique Hospital, Lahore - Sargodha Rd, near B division police station",Kot Radha Kishan,5.0
Dr Raheel Younus Consultant Rheumatologist Lahore,Rheumatologist,"Rheumatologist TAMC building, 2nd floor, Joint Care Clinic, MM Alam Rd, near euro",Kot Radha Kishan,5.0
Dr Bilal Azeem Butt,Rheumatologist,Rheumatologist G77X+3RF,Kot Radha Kishan,5.0
Dr Naeem Raza,Rheumatologist,Veterans center Village Boher,Kot Radha Kishan,4.0
Dr Momna Tirmizi Physiotherapist (PSCA level 1 coach),PSCA level 1 coach,"Medical group E, Street 9,house 515",Kot Radha Kishan,4.8
Dr.Tanveer,PSCA level 1 coach,Medical clinic 37,Kot Radha Kishan,4.5
"Dr Farah Tanveer, MD, FACP",PSCA level 1 coach,"Infectious disease physician Expert Consult Clinic of Lahore, 627 Khayaban-e-Jinnah",Kot Radha Kishan,5.0
Dr.Mustac Clinic,PSCA level 1 coach,Pain management physician 3RFQ+65F,Kot Radha Kishan,5.0
Dr Waqas Spine & Pain Clinic,PSCA level 1 coach,Pain management physician Bashir Neurospine Institute -BNI 18 Jail Rd,Kot Radha Kishan,5.0
Dr Waqas' Spine & Pain Clinic,PSCA level 1 coach,"Pain management physician Surgimed Hospital, 1 Zafar Ali Rd",Kot Radha Kishan,5.0
Dr Fasih Certified Chiropractor & Physiotherapist,PSCA level 1 coach,Pain management physician Lahore Laser Pain Management,Kot Radha Kishan,5.0
Dr Muhammad Jawad Alam(spine & sports specialist),spine & sports specialist,Pain management physician,Kot Radha Kishan,5.0
Dr usman jameel PT,spine & sports specialist,Physical therapy clinic 143 Raiwind Rd,Kot Radha Kishan,5.0
Dr Ali Abdur Rahman,spine & sports specialist,Medical clinic A block,Kot Radha Kishan,5.0
Dr M A Awab Sarwar MRCPsych | Psychiatrist Lahore,Psychiatrist,Psychiatrist Health Avenue 82 A New,Kot Radha Kishan,5.0
Dr Imad ud din Yousaf Butt Neurologist,Neurologist,Neurologist Executive clinic Fatima Memorial Hospital,Kot Radha Kishan,4.9
Dr Aakanksha Verma (Chest Specialist),Chest Specialist,"Pulmonologist Dept of chest tb, Civil hospital",Kot Radha Kishan,4.9
Dr Pardeep Ohri I Pulmonologist I Chest Specialist,Pulmonologist,"Sleep clinic Ohri Hospital, GT Road",Kot Radha Kishan,5.0
Dr Khurshid Alam | Best ENT Specialist Lahore,ENT Specialist,"Otolaryngologist 152-G, Doctors Hospital, 1 Canal Rd",Kot Radha Kishan,4.2
Dr.Iram Afzal skin and aesthetic clinic,Dermatologist,"Dermatologist House No 3, Medical Colony, Tehsil Headquarter Hospital",Ahmedpur East,5.0
Dr.Iram Afzal skin and aesthetic clinic,Dermatologist,"Dermatologist House No 3, Medical Colony, Tehsil Headquarter Hospital",Ahmedpur East,5.0
"Dr Malik Kashif Sandila, ناک، کان، گلا سرجن",Dermatologist,"Health consultant ,",Ahmedpur East,5.0
Dr Muhammad Muzamil,Dermatologist,Medical clinic 46WW+795,Ahmedpur East,2.0
"Dr Ayesha Tanveer, Radiologist Clinic",Dermatologist,"Medical Center 47P7+PFQ Dera, Nawab, Road, opp. THQ",Ahmedpur East,5.0
Dr Abbas Gujjar,Dermatologist,Doctor 47W2+9P3 Sky supping punt,Ahmedpur East,5.0
Dr Abbas Clinic,Dermatologist,"Medical clinic 47M7+QGC, Shabbir Hospital Road",Ahmedpur East,5.0
Dr.Iram Afzal skin and aesthetic clinic,Dermatologist,"Dermatologist House No 3, Medical Colony, Tehsil Headquarter Hospital",Ahmedpur East,5.0
Dr Muhammad Muzamil,Dermatologist,Medical clinic 46WW+795,Ahmedpur East,2.0
Dr.Iram Afzal skin and aesthetic clinic,Dermatologist,"Dermatologist House No 3, Medical Colony, Tehsil Headquarter Hospital",Ahmedpur East,5.0
"Dr Ayesha Tanveer, Radiologist Clinic",Dermatologist,"Medical Center 47P7+PFQ Dera, Nawab, Road, opp. THQ",Ahmedpur East,5.0
Dr Abbas Clinic,Dermatologist,"Medical clinic 47M7+QGC, Shabbir Hospital Road",Ahmedpur East,5.0
Dr usama faraz physiotherapist,Dermatologist,"Physical therapy clinic Chock munir shahed Eid gah, Ahmedpur",Ahmedpur East,5.0
"Dr Malik Kashif Sandila, ناک، کان، گلا سرجن",Dermatologist,"Health consultant ,",Ahmedpur East,5.0
Dr Muhammad Muzamil,Dermatologist,Medical clinic 46WW+795,Ahmedpur East,2.0
Dr.Iram Afzal skin and aesthetic clinic,Dermatologist,"Dermatologist House No 3, Medical Colony, Tehsil Headquarter Hospital",Ahmedpur East,5.0
Dr Muhammad Muzamil,Dermatologist,Medical clinic 46WW+795,Ahmedpur East,2.0
"Dr Malik Kashif Sandila, ناک، کان، گلا سرجن",Dermatologist,"Health consultant ,",Ahmedpur East,5.0
Dr.Babar Bukht Chughtai,Orthopedic Surgeon,"Orthopedic surgeon 47J7+Q44, N-5",Ahmedpur East,4.64
Dr.Iram Afzal skin and aesthetic clinic,Dermatologist,"Dermatologist House No 3, Medical Colony, Tehsil Headquarter Hospital",Ahmedpur East,5.0
Dr Muhammad Muzamil,Dermatologist,Medical clinic 46WW+795,Ahmedpur East,2.0
Dr.Amin Chouhan/Baby & Childcare Clinic,Pediatrician,"Hospital 47P7+X2C, Dera Nawab Sahab Rd",Ahmedpur East,5.0
Dr Muhammad Muzamil,Pediatrician,Medical clinic 46WW+795,Ahmedpur East,2.0
Dr Nazeer Ahmad Malik,Pediatrician,"Medical clinic 46WX+496, Ketchury Rd",Ahmedpur East,4.0
"Dr Hafiz Muhammad Abbas Anjum-best pediatrician,neonatogist,child specialist",Pediatrician,"Pediatrician Zubair Hospital, Allama Iqbal town gate, civil hospital road",Ahmedpur East,4.9
Dr.Arslan,Pediatrician,"Hospital 47R6+2MG, Dera Nawab Sahab Rd",Ahmedpur East,4.64
Dr Muhammad Muzamil,Pediatrician,Medical clinic 46WW+795,Ahmedpur East,2.0
Dr mumtaz ahmed neuro surgeon,Surgeon,"Mental health service Mumtaz Clinic, near gate Street No. 2",Ahmedpur East,5.0
Dr sajjad hussain,Surgeon,Neurosurgeon Iqbal Hospital,Ahmedpur East,4.6
Dr Shaukat Mamoon.,Surgeon,"Medical group Millat hospital Model Town A Muhammad bin Qasim road, chowk",Ahmedpur East,4.7
Dr Muhammad Muzamil,Surgeon,Medical clinic 46WW+795,Ahmedpur East,2.0
Dr.Iram Afzal skin and aesthetic clinic,Dermatologist,"Dermatologist House No 3, Medical Colony, Tehsil Headquarter Hospital",Ahmedpur East,5.0
Dr Nazeer Ahmad Malik,Dermatologist,"Medical clinic 46WX+496, Ketchury Rd",Ahmedpur East,4.0
Dr Usman Tahir Hematologist,Hematologist,"Hematologist House no 12, street 2 Qasim Town Rd",Ahmedpur East,5.0
Dr Syed Ali Rukh Rheumatologist Bahawalpur,Rheumatologist,"Doctor City Hospital, opposite to SE College",Ahmedpur East,5.0
Dr.Babar Bukht Chughtai,Orthopedic Surgeon,"Orthopedic surgeon 47J7+Q44, N-5",Ahmedpur East,4.64
Dr Muhammad Muzamil,Orthopedic Surgeon,Medical clinic 46WW+795,Ahmedpur East,2.0
"DrZahid Shehzad Urologist,Sexologist, Reproductive& Sexual Health Expert",Urologist,"Urologist Medical Colony, 15-B Lane No. 4, near Jamia Masjid",Ahmedpur East,3.6
Dr Muhammad Muzamil,Urologist,Medical clinic 46WW+795,Ahmedpur East,2.0
Dr Muhammad Muzamil,Urologist,Medical clinic 46WW+795,Ahmedpur East,2.0
Dr.Iram Afzal skin and aesthetic clinic,Dermatologist,"Dermatologist House No 3, Medical Colony, Tehsil Headquarter Hospital",Ahmedpur East,5.0
Dr Muhammad Muzamil,Dermatologist,Medical clinic 46WW+795,Ahmedpur East,2.0
Dr Abdul Malik Plastic Surgeon,Surgeon,Plastic surgeon 62a Abdali Rd,Ahmedpur East,5.0
Dr Imran Adeel,Plastic Surgeon,"Plastic surgeon 9MX6+H22, Surgicare complex, Road, near Welcome Chowk Almaida Restaurant",Ahmedpur East,4.1
Dr Muhammad Muzamil,Plastic Surgeon,Medical clinic 46WW+795,Ahmedpur East,2.0
Dr.Arslan,Plastic Surgeon,"Hospital 47R6+2MG, Dera Nawab Sahab Rd",Ahmedpur East,4.64
"Dr Malik Kashif Sandila, ناک، کان، گلا سرجن",Plastic Surgeon,"Health consultant ,",Ahmedpur East,5.0
Dr Muhammad Muzamil,Plastic Surgeon,Medical clinic 46WW+795,Ahmedpur East,2.0
Dr Mudassar Rasool Bandesha,Plastic Surgeon,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Mudassar Rasool Bandesha,Plastic Surgeon,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Faisal Physiotherapist in kabirwala,Physical Therapist,Physical therapist multan division,Kabirwala,5.0
Dr Mudassar Rasool Bandesha,Physical Therapist,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Mudassar Rasool Bandesha,Physical Therapist,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Mudassar Rasool Bandesha,Physical Therapist,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Mudassar Rasool Bandesha,Physical Therapist,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Mudassar Rasool Bandesha,Physical Therapist,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Anwarulhaq clinic,Pediatrician,Pediatrician 7WWJ+XRR,Kabirwala,5.0
Dr Deeba Asif Clinic,Gynecologist,Obstetrician-gynecologist 7WW9+754,Kabirwala,5.0
Dr Mudassar Rasool Bandesha,Gynecologist,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Muhammad iqbal skin specialist and laser specialist clinic,Dermatologist,"Skin care clinic Block, Siddique hospital, block 16 Stadium Rd",Kabirwala,4.8
Dr Mudassar Rasool Bandesha,Dermatologist,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Abdul Malik Clinic,Dermatologist,Medical clinic 7WXF+65F,Kabirwala,5.0
Dr Mudassar Rasool Bandesha,Dermatologist,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Faisal Physiotherapist in kabirwala,Physical Therapist,Physical therapist multan division,Kabirwala,5.0
Dr Waqar Clinic,Physical Therapist,"Doctor 7WPJ+HV2, Jamia Inaytia Rd",Kabirwala,3.5
Dr Mudassar Rasool Bandesha,Physical Therapist,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Muzammil Nephrologist clinic,Nephrologist,"Medical clinic Bakhtwar amin medical centre, Suraj Miani Road",Kabirwala,4.8
Dr Kiran Areej,Nephrologist,Nephrologist,Kabirwala,5.0
Dr Khurram Bashir Chaudary,Nephrologist,"Nephrologist 5CVW+3GQ Medicare Hospital, Abdali Rd",Kabirwala,5.0
Dr Usman ghani MRCP ( LONDON ) FCPS CERTIFIED ENDOCRINOLOGIST AND DIABETOLOGIST ( AKU KHI),Endocrinologist,Doctor foot ball Chowk,Kabirwala,3.0
Dr Muhammad Zubair Chaudhary Medical Specialist / Endocrinologist / Diabetologist in Sargodha,Medical Specialist,Health consultant,Kabirwala,5.0
Dr Zain Ali Physician & Gastroenterologist,Gastroenterologist,"Gastroenterologist Clinic, Model Town Infront of SOHAIL LAB Stadium Road Specialist",Kabirwala,4.9
Dr Mudassar Rasool Bandesha,Gastroenterologist,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr.muhammad Naveed aslam gastroenterology Fatima medical center Chowk rasheed Abad Multan,Gastroenterologist,"Gastroenterologist Dr.muhammad Naveed aslam gastroenterology Fatima medical center, 1 Chowk Rasheedabad Flyover",Kabirwala,5.0
"Dr.Mian Abubakr Gastroenterologist & Liver Specialist MBBS, MD, MRCP(انگلینڈ)، MACG(امریکہ)،MCPS",Gastroenterologist,Hospital ASHRAF MEDICAL COMPLEX,Kabirwala,4.7
Dr Umair Shafqat Gastroenterologist and Hepatologist,Gastroenterologist,"Gastroenterologist Adeel medical complex, Jhang - Toba Tek Singh Road, opposite committee Bagh",Kabirwala,5.0
"Dr Muhammad Irfan Rashed (MBBS, FCPS (Gastro),MRCP (Glasgow, UK), MACG (USA), Member-EASL (Europe)","Glasgow, UK, Europe, USA, MBBS, FCPS (Gastro",Doctor Akal chock,Kabirwala,5.0
Dr Allah Rakha Adil,Oncologist,"Oncologist Khan Medical City, 16 Nishtar Rd",Kabirwala,5.0
Dr Farwa Nasir,Oncologist,"Oncologist Medicare Hospital, Abdali Rd",Kabirwala,5.0
Dr Mudassar Rasool Bandesha,Oncologist,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Zubair Ashraf,Pulmonologist,Pulmonologist Buch Hospital,Kabirwala,4.9
Dr Faisal Physiotherapist in kabirwala,Physical Therapist,Physical therapist multan division,Kabirwala,5.0
Dr Umair Shafqat Gastroenterologist and Hepatologist,Gastroenterologist,"Gastroenterologist Adeel medical complex, Jhang - Toba Tek Singh Road, opposite committee Bagh",Kabirwala,5.0
Dr Khalid Parvez Babar,Rheumatologist,"Rheumatologist The CANAL Hospital 3-W Block, East Canal Road",Kabirwala,4.9
Dr Asad Ali Khan Orthopedic and spine surgeon,Surgeon,"Orthopedic surgeon Orthopedic and spine clinic Citycare hospital, Stadium Rd",Kabirwala,4.64
Dr Mudassar Rasool Bandesha,Surgeon,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Irfan Shabir Goraya | Best Urologist in Burewala,Urologist,Urologist Zeenat Amin Hospital,Kabirwala,5.0
Dr Fazal ur Rehman Urology Clinic,Urologist,"Urology clinic Chenab General Hospital Room 110 First Floor Chungi no, 1 Suraj Miani Road",Kabirwala,4.3
"Dr Muhammad Waqas Khan MBBS, FCPS, FRCS(UK) FACS (USA)Best Urologist, Sexologist, General surgeon & physican ,Andrologist & Male Sexual Health Specialist in Pakistan",Surgeon,"Urologist Metro Station New Multan Road, near Jinnah Park",Kabirwala,4.6
Dr Saad Siddique Urologist in Burewala,Urologist,"Urologist Al Ghafoor Hospital, Stadium Rd",Kabirwala,5.0
Dr Saad Siddique Urologist in Vehari,Urologist,Urologist Mumtaz surgimed hospital,Kabirwala,5.0
Dr Aslam Tahir Eye Clinic,Ophthalmologist,Eye care center,Kabirwala,4.8
Dr Sajid Khan Khichi,Ophthalmologist,"Eye care center 29W6+F42, Gymkhana Road",Kabirwala,4.7
Dr Hassaan Asghar Eye clinic( Eye specialist) Toba Tek Singh, Eye specialist,"Eye care center Hassaan Hospital ,clinic, Dr khalida, bhaliar Road, near Model Bazaar",Kabirwala,5.0
"Dr Rizwan Nasir Awan, Laser Eye Clinic",Ophthalmologist,"Eye care center University Road, opposite Gourmet Bakers and Sweets",Kabirwala,5.0
Dr Aftab Ahmad eye surgeon Dr Muhammad Talha Vision specialist,Surgeon,Ophthalmologist 208 United Rd,Kabirwala,5.0
Dr Muhammad Hassan,Ophthalmologist,"Ophthalmologist 5M9P+PW9, Unnamed Road",Kabirwala,5.0
Dr Mudassar Rasool Bandesha,Ophthalmologist,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
"Dr Owais Kareem, MBBS, FCPS, Associate Professor and Head of Psychiatry Department, Nishtar Medical University",Psychiatrist,"Psychiatrist under Rasheedabad flyover, main Khanewal Rd",Kabirwala,4.9
Dr Faisal Physiotherapist in kabirwala,Physical Therapist,Physical therapist multan division,Kabirwala,5.0
Dr Faisal Physiotherapist in kabirwala,Physical Therapist,Physical therapist multan division,Kabirwala,5.0
Dr Mudassar Rasool Bandesha,Physical Therapist,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Faisal Physiotherapist in kabirwala,Physical Therapist,Physical therapist multan division,Kabirwala,5.0
Dr Faisal Physiotherapist in kabirwala,Physical Therapist,Physical therapist multan division,Kabirwala,5.0
Dr Abdul Malik Plastic Surgeon,Surgeon,Plastic surgeon 62a Abdali Rd,Kabirwala,5.0
Dr.M.Waqas Javed plastic & cosmetic surgeon,Surgeon,"Plastic surgeon Chenab Hospital, chungi No.1",Kabirwala,4.9
Dr Naheed Ahmed Chaudhry,Plastic Surgeon,"Plastic surgery clinic colony, 20 A opposite Dr fayyaz Haider near park officers colony 9 no chungi multan Officers, Eidgah Road",Kabirwala,5.0
Dr kashif Mehmood Plastic Surgeon,Surgeon,Plastic surgeon Mubarak medical complex,Kabirwala,4.5
Dr M Omar Plastic Surgeon,Surgeon,"Plastic surgeon Qari Hispital, 18 Nawab Colony, Stadium Road",Kabirwala,5.0
Dr Ahmad Wahab Vaince PLASTIC & COSMETIC SURGERY CLINIC,Plastic Surgeon,Plastic surgeon Canal Rd,Kabirwala,4.8
Dr Bilal Saeed Plastic surgery Clinic,Plastic Surgeon,Plastic surgery clinic Nishtar Rd,Kabirwala,4.64
Dr Munir Alam,Plastic Surgeon,Plastic surgeon Narwala Rd,Kabirwala,3.0
Dr Mudassar Rasool Bandesha,Plastic Surgeon,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Mudassar Rasool Bandesha,Plastic Surgeon,"Hospital Street No. 16-A, Ward No. 05, Near Chungi Makhdoompur, Jhang Rd",Kabirwala,5.0
Dr Zain Ali Physician & Gastroenterologist,Gastroenterologist,"Gastroenterologist Clinic, Model Town Infront of SOHAIL LAB Stadium Road Specialist",Burewala,4.9
Dr.Massab Aalam Clinic,Gastroenterologist,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Majid Hospital,Gastroenterologist,"Hospital 5M6X+546, Lahore Rd",Burewala,5.0
Dr Yousif Children Specialist,Pediatrician,"Hospital 5M9M+FC9, Stadium Rd",Burewala,4.5
Dr Arshad Shah,Pediatrician,"Hospital 5M5C+VQF, Ali Road",Burewala,4.5
Dr.Massab Aalam Clinic,Pediatrician,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Majid Hospital,Pediatrician,"Hospital 5M6X+546, Lahore Rd",Burewala,5.0
Dr Arshad Shah,Pediatrician,"Hospital 5M5C+VQF, Ali Road",Burewala,4.5
Dr Zain Ali Physician & Gastroenterologist,Gastroenterologist,"Gastroenterologist Clinic, Model Town Infront of SOHAIL LAB Stadium Road Specialist",Burewala,4.9
Dr Yousif Children Specialist,Pediatrician,"Hospital 5M9M+FC9, Stadium Rd",Burewala,4.5
"Dr Zafar Iqbal Chaudhry, Al-Shifa General Hospital Burewala",Pediatrician,"General hospital Shaheen Villas, Chichawatni Rd",Burewala,5.0
Dr Imran Dogar Hospital,Pediatrician,Hospital Nazeer MPA St,Burewala,4.0
Dr.Massab Aalam Clinic,Pediatrician,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Zain Ali Physician & Gastroenterologist,Gastroenterologist,"Gastroenterologist Clinic, Model Town Infront of SOHAIL LAB Stadium Road Specialist",Burewala,4.9
Dr Yousif Children Specialist,Pediatrician,"Hospital 5M9M+FC9, Stadium Rd",Burewala,4.5
Dr Arshad Shah,Pediatrician,"Hospital 5M5C+VQF, Ali Road",Burewala,4.5
Dr Majid Hospital,Pediatrician,"Hospital 5M6X+546, Lahore Rd",Burewala,5.0
Dr Imran Dogar Hospital,Pediatrician,Doctor Nazeer MPA St,Burewala,4.0
Dr.Massab Aalam Clinic,Pediatrician,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Arshad Shah,Pediatrician,"Hospital 5M5C+VQF, Ali Road",Burewala,4.5
Dr.Massab Aalam Clinic,Pediatrician,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Majid Hospital,Pediatrician,"Hospital 5M6X+546, Lahore Rd",Burewala,5.0
Dr Imran Dogar Hospital,Pediatrician,Hospital Nazeer MPA St,Burewala,4.0
Dr Zain Ali Physician & Gastroenterologist,Gastroenterologist,"Gastroenterologist Clinic, Model Town Infront of SOHAIL LAB Stadium Road Specialist",Burewala,4.9
Dr Gul-e Ahmar,Gastroenterologist,"Doctor 5M7J+HVC, Multan Rd",Burewala,5.0
Dr.Massab Aalam Clinic,Gastroenterologist,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Zain Ali Physician & Gastroenterologist,Gastroenterologist,"Gastroenterologist Clinic, Model Town Infront of SOHAIL LAB Stadium Road Specialist",Burewala,4.9
Dr Jameel Ahmad,Gastroenterologist,"Doctor 5M9M+572, Telephone Exchange Rd",Burewala,3.7
Dr Majid Hospital,Gastroenterologist,"Hospital 5M6X+546, Lahore Rd",Burewala,5.0
Dr Amjad Place,Gastroenterologist,Doctor 5PF4+C9R,Burewala,4.64
Dr Khalida Fayyaz Hospital,Gastroenterologist,Hospital 5M5C+RM9,Burewala,3.3
Dr Saad Siddique Urologist in Burewala,Urologist,"Urologist Al Ghafoor Hospital, Stadium Rd",Burewala,5.0
Dr Muhammad Hassan,Ophthalmologist,"Ophthalmologist 5M9P+PW9, Unnamed Road",Burewala,5.0
Dr Yousif Children Specialist,Pediatrician,"Hospital 5M9M+FC9, Stadium Rd",Burewala,4.5
Dr Maimuna Humayun,Pediatrician,"Child health care centre 5PC4+54F, Nehar Bunglow Road",Burewala,4.8
Dr Akram Children Hospital,Pediatrician,Medical clinic,Burewala,4.0
Dr.Massab Aalam Clinic,Pediatrician,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Khalida Fayyaz Hospital,Pediatrician,Hospital 5M5C+RM9,Burewala,3.3
Dr Noreen Hospital,Pediatrician,Hospital,Burewala,3.2
Dr Zain Ali Physician & Gastroenterologist,Gastroenterologist,"Gastroenterologist Clinic, Model Town Infront of SOHAIL LAB Stadium Road Specialist",Burewala,4.9
Dr Gul-e Ahmar,Gastroenterologist,"Doctor 5M7J+HVC, Multan Rd",Burewala,5.0
Dr.Massab Aalam Clinic,Gastroenterologist,"Medical clinic 5M5C+XG3, Doby Ghat Rd",Burewala,4.7
Dr Arshad Shah,Gastroenterologist,"Hospital 5M5C+VQF, Ali Road",Burewala,4.5
Dr Chaudhary Hammad Ur Rehman,Cardiologist,Cardiologist 96 Chichawatni Road,Burewala,4.4
Dr Gul-e Ahmar,Cardiologist,"Doctor 5M7J+HVC, Multan Rd",Burewala,5.0
Dr.Imran Samiullah clinic,Cardiologist,Medical clinic 5M4C+9M5,Burewala,3.0
Dr Imran Dogar Hospital,Cardiologist,Doctor Nazeer MPA St,Burewala,4.0
Dr Majid Hospital,Cardiologist,"Hospital 5M6X+546, Lahore Rd",Burewala,5.0
Dr Gul-e Ahmar,Cardiologist,"Doctor 5M7J+HVC, Multan Rd",Burewala,5.0
Dr Zain Ali Physician & Gastroenterologist,Gastroenterologist,"Gastroenterologist Clinic, Model Town Infront of SOHAIL LAB Stadium Road Specialist",Burewala,4.9
Dr Majid Hospital,Gastroenterologist,"Hospital 5M6X+546, Lahore Rd",Burewala,5.0
Dr Jameel Ahmad,Gastroenterologist,"Doctor 5M9M+572, Telephone Exchange Rd",Burewala,3.7
Dr Irfan Shabir Goraya | Best Urologist in Burewala,Urologist,Urologist Zeenat Amin Hospital,Burewala,5.0
Dr Saad Siddique Urologist in Burewala,Urologist,"Urologist Al Ghafoor Hospital, Stadium Rd",Burewala,5.0
